Time,LVMH,LOREAL,HERMES INTL.,TOTALENERGIES,SANOFI,BNP PARIBAS,SCHNEIDER ELECTRIC,ESSILORLUXOTTICA,L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN.,AXA,IBERDROLA,KERING,BANCO SANTANDER,INTESA SANPAOLO,VINCI,SAFRAN,STELLANTIS,ING GROEP,PERNOD-RICARD,BBV.ARGENTARIA,DANONE,UNICREDIT,CRH,NOKIA,KONINKLIJKE AHOLD DELHAIZE,ALLIANZ (XET),BASF (XET),BAYER (XET),BMW (XET),SIEMENS (XET)
2007-10-27,79.5155,89.2,90.5,55.36,59.5378,71.8619,48.0,44.05,48.7246,29.2733,5.7845,120.3946,8.0481,4.9766,53.3,17.77,4.9785,23.2974,70.7509,12.7052,56.5883,144.932,24.807,27.64,10.2794,151.16,48.925,57.354,45.74,80.289
2007-11-27,71.8641,92.44,81.73,53.73,61.5075,69.7723,43.885,41.9,48.5132,25.9708,5.9105,101.0719,8.0425,4.8509,53.15,14.76,4.0296,19.4887,69.0542,12.3405,56.8808,143.2527,21.397,25.53,9.5667,133.92,45.36,54.982,39.92,85.501
2007-12-27,74.4326,99.21,85.47,56.34,63.5866,72.4936,46.18,43.32,52.5285,26.7623,5.4801,100.5877,8.2608,5.0045,51.17,13.77,3.8812,20.6175,73.5527,12.7128,58.5699,145.9654,21.71,26.75,9.5667,147.07,50.805,60.759,42.36,94.831
2008-01-27,62.8878,82.89,70.34,49.97,55.2105,63.6591,37.855,37.73,47.8226,22.9223,4.9027,85.833,6.7664,4.3458,44.28,10.54,3.3999,16.5862,65.3832,10.7903,50.3133,128.6562,23.162,24.2,8.7034,121.62,42.13,52.679,37.2,73.329
2008-02-27,64.6813,81.64,81.28,50.96,51.5398,62.1235,40.725,40.81,49.9204,23.2936,5.1651,87.8795,6.8952,4.3086,47.3,13.69,3.3392,18.2064,65.5959,10.7219,50.4831,131.1105,24.1,25.53,9.1852,121.65,43.25,53.221,37.08,80.508
2008-03-27,62.9779,82.05,79.25,47.19,46.7946,62.8135,42.11,40.65,49.5596,22.6194,5.4223,85.8787,7.1414,4.1829,45.85,12.84,3.0919,18.0067,63.164,10.6915,53.7669,110.0553,21.624,19.85,9.5566,122.46,42.965,49.776,34.94,60.965
2008-04-27,65.2851,74.33,84.04,52.49,50.356,67.2405,39.68,39.74,49.4617,22.7513,5.0234,76.834,7.578,4.4831,48.73,12.37,3.3033,18.3638,67.4915,10.9803,54.2576,128.0103,21.615,18.46,9.3659,129.52,45.025,54.48,35.02,65.223
2008-05-27,65.3482,76.35,104.4,55.3,46.4166,64.009,39.38,39.8,47.2917,21.4371,4.9079,74.6779,7.3205,3.9227,47.28,13.27,3.2043,18.3408,65.1983,10.9347,51.2285,113.543,21.511,17.94,9.5315,117.88,46.9,53.88,35.74,62.661
2008-06-27,59.5262,67.43,99.99,52.91,41.9401,56.2824,35.005,38.29,47.1731,18.6134,4.446,64.6648,6.5426,3.3951,38.85,12.38,2.3633,15.6762,59.4099,9.3845,42.1699,100.1736,16.15,15.38,8.5177,112.3,44.12,52.305,30.19,61.988
2008-07-27,62.996,66.14,96.55,48.375,46.9538,62.9788,35.13,31.33,47.9102,18.4668,4.1888,64.345,6.7832,3.4584,37.42,13.28,2.6219,16.1254,54.8883,9.1186,45.5669,102.2403,15.2,18.0,7.574,109.13,41.81,55.061,30.68,64.305
2008-08-27,63.762,68.9,95.51,49.02,47.3119,56.7829,33.58,33.2,46.6288,20.0448,4.3043,69.6622,6.3131,3.2122,37.57,12.03,2.3611,15.968,56.6081,8.5335,44.5478,91.3252,15.607,17.57,8.7184,109.25,39.35,52.709,27.655,64.148
2008-09-27,57.2371,72.58,108.95,43.71,46.4713,66.3415,31.15,34.96,46.368,22.7562,3.9158,60.476,6.1116,3.7515,33.785,12.68,2.2734,13.4647,55.3968,8.9818,45.1942,85.3833,15.336,13.44,8.2968,103.34,34.97,52.778,28.22,58.403
2008-10-27,42.1776,57.21,82.83,35.5,43.2383,53.4542,20.1525,33.545,33.1686,12.7558,2.5931,33.616,3.8449,2.2204,22.735,8.9,1.2041,5.0104,37.7727,5.7903,38.7399,45.598,13.399,12.0,8.1021,52.01,19.95,37.239,17.185,31.479
2008-11-27,40.3976,64.91,98.74,42.15,41.378,42.1802,25.175,29.8,36.6782,13.9234,3.034,34.6073,3.8058,2.279,31.5,10.01,1.2885,5.0104,42.2157,6.1398,41.4245,46.1147,15.471,11.3,9.0346,59.81,25.15,40.821,20.37,42.785
2008-12-27,41.4566,62.11,100.02,38.04,43.9197,28.6709,25.0,32.9,36.3267,14.6464,3.2387,41.0391,4.0099,2.3447,28.85,8.73,1.0254,5.4903,49.8673,6.497,40.528,42.9629,16.24,11.11,8.864,73.25,26.0,38.626,21.26,44.447
2009-01-27,39.0683,52.25,80.0,38.85,45.0637,24.2585,22.235,30.2,32.0346,11.9595,3.2282,35.1509,3.4516,2.204,26.845,9.11,0.8253,4.7992,45.0591,5.3116,39.8062,32.6032,16.828,9.61,9.135,63.91,22.16,41.195,18.575,39.148
2009-02-27,40.8978,51.32,67.15,37.48,40.7016,25.2595,23.9,27.4,32.9758,7.1688,2.7295,43.3961,2.9414,1.8157,25.745,8.09,0.8011,2.815,40.2415,4.3997,35.7156,26.0929,14.838,7.52,8.8941,53.63,21.96,37.475,19.75,35.265
2009-03-27,42.1866,51.64,85.89,38.45,41.2935,31.3436,25.625,28.945,35.3146,9.0097,2.8503,44.4742,3.2055,2.0446,28.325,6.999,1.185,3.5322,36.8804,4.8101,34.7154,33.8949,16.33,8.89,8.2045,66.4,23.79,36.934,23.26,38.772
2009-04-27,51.5323,51.6,99.445,38.25,41.4825,37.1701,28.65,33.01,37.2792,11.2853,3.0445,56.1135,3.9919,2.1806,34.015,9.15,1.8079,4.638,41.3284,6.123,35.7015,48.6981,17.4,10.45,8.5819,68.15,27.31,38.252,27.19,42.978
2009-05-27,53.6232,56.51,100.465,40.24,44.1634,46.4565,27.7625,32.935,36.9362,13.3372,3.2125,55.7344,4.5441,2.4174,34.75,9.511,1.7742,6.1484,43.3872,6.7948,34.989,54.3007,17.57,10.97,8.9493,70.55,30.43,38.921,26.165,47.026
2009-06-27,48.8061,53.44,96.1,38.01,40.6369,44.7849,26.41,33.995,37.2565,13.0978,3.0025,52.2261,5.0153,2.1313,32.12,8.731,1.5594,5.4773,43.3676,6.7639,35.675,51.5347,16.15,10.6,8.2215,63.19,28.02,37.937,26.53,42.715
2009-07-27,55.2454,55.9,103.5,40.47,45.8496,49.7804,29.79,37.96,39.8703,14.3338,3.0812,59.7405,5.9398,2.34,34.385,9.56,1.7033,6.6706,50.147,7.9105,36.74,59.3959,17.25,9.22,8.4223,71.14,33.96,39.561,30.54,48.898
2009-08-27,60.1571,64.69,104.05,40.2,47.1727,55.3008,32.42,37.935,42.0249,15.4281,3.3332,72.1838,6.453,2.7972,37.085,12.6,1.863,7.9821,52.0,9.6826,37.49,74.5361,17.948,9.41,8.4725,80.59,36.31,41.647,31.675,52.693
2009-09-27,61.3737,67.0,98.27,39.97,50.3659,53.7749,35.15,38.34,43.4026,17.0403,3.467,77.1995,6.6091,2.7691,38.12,13.03,1.9766,8.677,52.7745,9.3004,40.65,76.5742,18.802,10.36,8.2838,81.23,35.26,45.485,33.5,55.552
2009-10-27,63.9423,70.8,95.84,42.6,51.7586,53.24,36.305,39.07,43.431,17.4604,3.2702,71.06,6.888,2.7363,37.235,11.225,2.3881,6.8978,56.5882,9.6286,42.185,68.7129,18.3,8.84,8.7435,80.0,38.24,47.611,34.465,56.881
2009-11-27,63.9152,72.78,95.91,41.865,50.9329,55.14,36.855,38.75,44.1171,16.21,3.3489,74.0019,7.0276,2.7245,37.45,11.385,2.2138,6.55,57.33,9.8061,40.28,67.6939,17.15,8.87,9.0186,82.59,40.59,50.347,32.28,57.467
2009-12-27,70.2058,77.8,92.78,45.0,55.121,55.55,39.46,41.81,47.3829,16.64,3.5431,76.7518,7.0094,2.9238,39.86,13.49,2.3026,6.919,59.97,9.922,42.35,67.7667,19.01,8.89,9.2465,87.58,43.87,54.933,32.12,55.893
2010-01-27,71.2512,77.11,98.65,42.31,53.5194,51.75,38.27,41.87,43.8279,15.29,3.2875,80.4427,6.2023,2.6307,38.73,13.98,2.0238,6.725,58.2,8.6981,41.96,61.7524,17.25,9.02,9.1832,81.0,40.345,50.003,29.59,58.569
2010-02-27,71.7379,76.02,98.99,40.98,53.4398,53.13,39.215,44.295,49.7302,14.785,3.1043,77.0076,5.7951,2.4221,38.45,17.28,1.7382,6.565,55.33,7.3739,42.95,56.6292,16.731,9.895,9.0346,84.8,41.24,47.897,29.785,55.08
2010-03-27,78.5872,78.41,103.05,42.76,55.4294,58.72,43.075,47.375,49.8436,16.58,3.3085,88.2267,6.1052,2.6425,43.48,19.575,2.1924,7.405,61.98,8.0573,43.565,68.4613,18.99,11.57,9.8759,92.25,45.25,49.176,34.2,64.095
2010-04-27,77.7761,80.5,98.93,41.555,51.8382,50.73,42.74,45.95,49.4807,15.63,3.1647,96.2938,5.7635,2.3846,42.04,18.74,2.3273,6.986,65.11,7.7909,44.005,62.9722,20.35,9.23,10.2393,86.56,47.105,49.806,37.06,63.859
2010-05-27,78.2898,75.97,106.85,38.31,48.7892,47.33,41.22,45.995,48.7947,13.55,2.8618,87.843,4.9843,2.0446,37.06,21.545,1.9844,6.51,61.0,6.5554,41.68,53.0308,19.0,8.38,10.2543,81.28,43.305,44.964,37.205,64.226
2010-06-27,81.8226,81.29,109.5,37.88,48.7643,45.365,42.875,48.96,51.2251,13.13,2.6906,95.5172,5.3842,2.1853,35.61,22.895,1.9934,6.436,64.61,6.8079,44.24,59.0688,17.666,6.785,10.3647,82.01,46.16,46.435,40.36,65.687
2010-07-27,83.1474,82.75,130.0,38.395,44.9195,53.8,44.275,48.8,52.9548,14.25,2.9544,94.0098,6.3236,2.4385,37.685,20.2,2.2059,7.577,61.86,8.1615,44.355,65.9455,16.5,7.19,9.9381,89.5,46.11,43.935,41.5,67.199
2010-08-27,82.6157,78.0,147.0,37.065,45.0239,49.745,42.02,47.97,49.8523,12.485,2.9806,94.3295,5.5899,2.1173,35.17,19.335,2.1025,7.001,60.3,7.3407,42.59,57.0257,12.095,6.795,9.642,81.43,42.025,46.401,41.76,63.177
2010-09-27,93.818,82.85,162.55,38.0,49.7491,55.19,45.875,49.475,54.9929,12.8,3.0853,108.2163,5.6876,2.2837,36.995,21.48,2.496,7.811,60.45,7.8256,43.8,57.7271,12.455,7.27,10.164,84.19,46.595,51.144,50.15,68.065
2010-10-27,100.8927,85.25,162.95,38.6,49.2717,52.65,50.55,48.125,56.517,13.15,3.2591,107.5311,5.6425,2.4291,38.61,22.1,2.6759,7.861,63.98,7.2519,44.94,57.5136,12.3,7.825,9.8989,89.06,52.22,54.008,49.875,71.143
2010-11-27,108.0124,84.66,142.6,37.735,48.1674,48.735,54.725,47.905,55.8336,11.885,2.949,114.0177,4.6296,1.9977,39.175,24.61,2.966,7.226,64.0,6.0719,45.775,48.7615,14.1,7.225,9.4442,86.9,58.36,56.685,59.25,75.087
2010-12-27,113.2395,85.15,157.65,39.995,48.5057,48.92,57.175,49.565,57.9624,12.68,3.2712,109.3583,4.8496,1.9695,40.415,26.88,3.3707,7.2,72.31,6.1322,47.86,49.2799,15.57,7.785,9.9512,89.39,60.66,54.982,59.22,82.51
2011-01-27,103.5063,84.96,148.95,43.215,50.9031,55.48,58.225,48.395,56.2811,15.555,3.5127,105.0187,5.6045,2.2978,43.135,27.13,3.7904,8.434,71.3,7.2975,44.395,56.3548,16.02,7.735,9.912,100.9,57.41,53.644,57.31,82.965
2011-02-27,102.9204,84.4,151.0,43.78,49.4557,55.91,58.675,51.82,56.0331,15.04,3.5228,101.4556,5.5783,2.2865,42.955,25.105,3.5132,8.948,66.77,7.2083,45.285,57.1476,16.44,6.28,9.7976,102.5,59.18,53.929,58.7,82.336
2011-03-27,98.8649,82.17,154.45,42.575,48.8439,53.09,59.375,51.47,56.0331,14.68,3.4203,97.7555,5.3199,2.1384,43.155,24.68,3.381,9.324,65.74,7.1906,45.255,57.0257,16.385,5.97,9.4412,98.77,59.03,52.453,57.46,82.126
2011-04-27,107.0211,86.0,156.2,42.595,52.9822,52.16,59.425,55.5,59.9521,15.515,3.4679,108.2163,5.2894,2.0877,44.165,24.08,3.666,8.776,67.2,6.97,49.085,52.8479,16.49,6.155,9.4583,104.0,67.83,56.626,61.94,84.968
2011-05-27,106.6605,86.02,179.3,39.535,53.7482,53.5,55.25,55.7,56.9101,14.605,3.3934,108.262,4.986,1.781,43.855,27.77,3.7282,8.351,68.99,6.4404,49.75,47.3587,15.05,5.75,9.8969,95.45,61.3,54.392,60.7,78.698
2011-06-27,105.2186,86.89,197.95,38.13,52.5047,50.16,54.875,54.84,57.4786,14.615,3.3161,106.4804,4.7114,1.727,41.815,29.1,3.6738,7.847,66.93,6.2108,51.96,41.7782,14.18,4.258,9.2736,91.65,63.68,52.847,67.76,81.138
2011-07-27,116.9796,84.37,238.35,38.68,53.5194,45.835,51.25,57.44,58.0229,13.44,3.2786,119.0425,4.5816,1.571,40.885,28.04,3.5753,7.558,70.06,5.9231,50.67,37.3259,13.75,4.046,9.2695,91.72,65.86,56.616,70.7,79.704
2011-08-27,99.721,77.36,256.75,32.5,49.1921,33.56,44.225,52.97,52.4226,10.235,2.8197,98.6691,3.7509,1.123,33.96,24.4,2.1607,5.475,59.06,4.8221,45.735,27.6895,11.39,4.07,7.9394,66.15,47.625,42.636,54.05,60.903
2011-09-27,98.3242,74.58,248.6,32.84,49.2617,30.05,40.2,53.78,53.6261,9.814,2.9324,99.9939,3.8545,1.158,32.91,23.595,2.1421,5.465,61.9,5.0984,46.225,23.5269,11.65,4.23,8.4755,70.18,47.01,41.451,53.95,60.659
2011-10-27,112.2031,80.46,244.0,39.12,52.3057,35.13,45.74,53.24,57.7507,12.48,3.1337,106.4348,4.0994,1.407,37.705,23.825,2.6426,7.118,68.76,5.7102,50.37,28.6653,14.125,5.115,9.4763,84.64,54.37,47.242,61.06,68.03
2011-11-27,97.4229,75.03,224.5,35.69,47.9734,25.85,36.085,51.36,52.0053,8.85,2.6329,92.548,3.325,1.079,29.385,20.665,1.7369,4.77,66.0,4.6612,45.7,21.3618,12.32,4.046,9.117,65.79,47.24,42.804,50.32,59.985
2011-12-27,97.2427,79.72,229.55,38.84,54.922,29.955,39.12,53.7,56.4565,10.245,2.7772,100.6791,3.7014,1.279,32.915,22.6,1.8758,5.65,69.88,5.4823,47.565,20.0505,14.955,3.69,10.1439,75.45,53.17,47.503,52.82,63.894
2012-01-27,110.4457,81.12,267.6499,40.085,55.5388,34.64,47.76,55.78,57.5632,11.95,2.6985,109.8151,4.0018,1.448,36.315,23.265,2.3317,6.986,73.5,5.7393,46.935,16.8997,15.31,3.92,10.2142,85.57,60.48,52.551,64.6,63.658
2012-02-27,112.3833,85.44,275.2998,41.97,55.7576,36.59,49.905,59.73,58.6942,12.025,2.6558,115.2054,4.0798,1.484,38.345,24.355,2.311,6.67,77.13,5.6229,50.8,17.6127,16.155,4.064,10.44,91.48,65.81,55.021,69.04,65.144
2012-03-27,117.4302,89.37,252.0,38.56,57.8467,37.385,50.87,65.44,59.934,12.835,2.5627,121.6006,3.8384,1.435,39.55,27.17,2.3836,6.736,78.84,5.0414,52.08,18.3999,15.685,3.996,10.4049,92.48,67.2,52.896,68.45,67.217
2012-04-27,113.7803,91.65,266.5498,36.5,57.9064,31.045,47.965,67.37,59.8554,10.98,2.1346,116.256,3.2806,1.166,35.555,28.525,1.9483,5.39,80.45,4.4341,53.68,14.2421,15.44,2.742,9.6721,84.98,65.25,54.775,72.13,61.717
2012-05-27,106.6154,91.07,260.0,35.18,54.554,26.58,43.2,69.12,57.4967,9.382,2.0119,108.1249,3.0867,1.033,33.125,26.52,2.1089,4.804,77.72,4.1886,51.78,11.7326,14.14,2.18,9.6871,75.79,57.05,50.091,61.9,59.968
2012-06-27,104.7679,89.5,250.55,34.2,57.8268,28.355,40.84,71.94,56.9597,9.856,2.0676,101.1359,3.2867,0.993,35.1,28.015,1.9141,4.895,81.4,4.3202,47.43,11.6307,14.1,1.732,9.5536,75.48,53.09,54.106,54.52,55.683
2012-07-27,112.113,99.54,224.05,37.35,64.8599,30.185,45.7,71.37,61.0045,9.794,1.8207,110.3176,3.3412,0.9905,34.56,27.75,2.0685,5.193,87.72,4.3755,49.35,12.5197,15.27,1.742,9.7634,79.68,58.94,60.021,59.15,58.499
2012-08-27,120.3142,101.15,220.65,39.6,65.3474,34.9,50.41,69.44,64.5304,11.665,1.9754,115.4338,3.9248,1.226,35.275,27.545,2.2768,5.844,87.79,4.96,51.29,14.5199,14.49,2.684,10.1941,87.92,62.82,61.241,60.77,65.818
2012-09-27,107.697,98.27,209.3,39.68,68.461,37.895,47.83,73.81,65.1225,12.01,2.2611,109.9521,4.1387,1.221,34.115,28.095,2.1918,6.347,88.15,5.293,49.24,15.52,15.11,2.05,9.8949,93.36,66.55,67.313,57.64,68.284
2012-10-27,112.6537,97.85,211.65,38.71,67.9935,39.125,48.145,69.71,60.9114,12.215,2.4736,125.392,4.1034,1.272,34.33,30.16,2.1483,6.736,83.4,5.4232,47.1,16.1126,13.83,2.006,9.7644,93.92,63.68,66.083,60.97,67.532
2012-11-27,118.6019,104.45,233.05,37.97,68.4113,42.11,51.84,74.4,62.7874,12.38,2.4537,128.0872,4.1414,1.258,33.15,30.65,1.7794,6.84,87.2,5.5337,48.595,16.2515,13.77,2.566,9.7534,98.45,67.9,68.238,66.56,68.581
2012-12-27,125.8567,105.65,228.8,39.515,71.7737,43.435,55.87,76.17,63.2265,13.45,2.609,128.8181,4.3739,1.313,36.54,32.455,1.9846,7.106,87.45,6.0747,49.76,17.3442,15.28,3.012,10.2342,105.85,71.8,71.259,73.46,72.306
2013-01-27,126.9382,111.1,243.8,39.825,72.7088,46.665,56.3,77.56,62.7342,13.525,2.6533,142.5678,4.8054,1.486,38.495,34.45,2.3918,7.361,91.98,6.74,51.82,21.6317,15.77,3.08,10.9169,105.2,75.6,74.713,75.85,71.554
2013-02-27,118.4216,113.45,256.7,38.005,71.0475,43.155,57.94,74.62,61.7896,13.19,2.374,154.673,4.2439,1.256,35.6,34.795,2.1307,6.06,98.22,6.3689,52.95,18.0665,16.65,2.856,10.9169,103.6,72.09,72.686,70.32,69.053
2013-03-27,119.5932,120.65,265.5,37.44,77.6031,39.67,56.64,85.51,62.7342,13.46,2.3483,155.1298,3.8441,1.134,35.105,34.96,2.1566,5.614,96.98,5.8426,53.81,15.2144,17.0,2.538,11.9709,105.8,67.98,77.951,69.1,73.871
2013-04-27,116.3938,130.45,253.85,37.55,81.7912,41.58,57.77,84.75,63.3662,14.19,2.5761,152.1149,4.0956,1.358,36.705,37.725,2.4323,6.247,92.1,6.3237,57.62,18.1406,16.36,2.504,12.006,111.0,72.59,79.87,68.62,69.009
2013-05-27,124.55,134.45,276.5,39.8,85.064,45.105,61.29,88.18,64.8963,14.895,2.7343,155.6323,4.0934,1.405,37.865,40.425,2.9328,7.106,95.44,6.3149,58.65,19.3444,16.435,2.786,12.8844,118.25,74.22,83.393,71.88,72.446
2013-06-27,114.0056,126.45,247.7,37.145,79.5927,42.545,56.89,82.65,63.0003,15.16,2.6295,144.4194,3.756,1.258,38.81,40.545,2.8603,6.99,85.96,5.7414,57.13,17.2423,15.55,2.958,11.479,112.35,68.33,80.884,67.29,67.829
2013-07-27,121.7111,125.35,254.25,40.065,79.2346,48.145,58.34,80.64,65.4951,16.6,2.7198,164.9578,4.2478,1.398,40.45,43.22,3.166,7.596,88.8,6.2139,57.46,19.0018,15.705,3.008,12.3624,117.3,65.87,82.419,74.16,71.886
2013-08-27,122.387,122.45,248.9,41.725,74.6088,47.765,58.48,85.27,68.522,16.615,2.765,161.7516,4.219,1.445,39.585,42.9,2.995,8.222,92.02,6.3658,57.41,19.5944,15.68,2.99,12.5983,110.9,68.1,84.988,73.0,73.618
2013-09-27,131.6246,127.65,266.8499,43.675,74.7182,50.89,64.64,80.8,68.7216,17.395,2.8827,154.5956,4.7404,1.581,43.23,45.775,3.0934,8.428,91.9,7.3425,55.44,22.0947,17.755,4.91,12.9095,117.75,71.53,86.1,80.1,81.043
2013-10-27,125.4061,127.65,247.2,44.575,74.8177,53.35,62.58,77.16,67.7237,18.27,2.9791,155.5715,5.2137,1.8,48.11,46.865,3.0727,9.355,86.48,7.8677,55.3,24.5393,17.73,5.095,13.8983,123.6,75.17,89.751,83.66,84.67
2013-11-27,127.6592,123.85,251.6,44.68,77.7225,54.96,62.35,76.59,68.2892,19.165,3.136,152.737,5.2033,1.754,47.28,48.645,2.982,9.558,84.58,7.7868,53.64,24.6782,18.72,5.955,13.4867,126.75,78.0,95.193,84.8,88.738
2013-12-27,119.2777,126.55,263.0999,44.5,76.1408,56.42,63.31,76.93,67.7902,20.095,3.0781,142.096,5.1985,1.798,47.665,50.4,3.0235,10.075,83.03,7.9743,51.93,25.0023,18.505,5.865,13.2709,130.8,77.95,101.412,85.42,90.444
2014-01-27,111.0766,123.1,233.6,42.375,71.8533,57.0,60.17,76.71,62.8939,18.72,3.1008,135.0795,5.1168,1.946,48.2,52.28,3.8888,9.86,82.84,7.6899,50.86,25.72,18.91,5.105,12.5381,124.1,77.61,96.472,80.44,87.881
2014-02-27,122.2068,122.6,232.15,46.34,74.9371,59.15,64.68,76.33,66.0206,18.91,3.2989,137.8211,5.3734,2.216,54.19,49.865,3.951,10.505,85.46,8.0303,51.32,26.9007,21.42,5.595,13.8732,128.0,82.0,98.263,83.8,86.618
2014-03-27,119.7734,118.7,241.05,47.89,74.7182,55.68,64.63,73.23,65.515,19.16,3.4246,136.7523,5.4739,2.32,54.04,50.31,4.1816,10.01,84.03,7.7859,51.91,30.0028,20.16,5.285,14.1242,122.7,79.2,95.665,91.28,88.035
2014-04-27,127.9296,122.15,252.05,49.635,75.7628,55.08,67.2,75.22,68.4887,18.65,3.3631,147.765,5.8214,2.404,53.73,47.92,4.3992,9.86,85.15,7.9884,52.08,29.7482,20.73,5.255,13.5908,121.25,81.2,94.248,89.56,86.582
2014-05-27,130.3629,128.6,258.75,52.18,77.7424,52.59,69.06,77.56,70.9835,17.93,3.5695,149.159,6.2445,2.39,54.33,49.38,3.9925,10.165,89.19,8.4697,54.0,29.5614,20.675,5.8,13.6509,124.35,84.44,104.119,91.77,87.917
2014-06-27,126.4876,125.9,265.0,52.72,77.3345,49.41,69.09,77.87,71.2981,17.51,3.8162,148.3691,6.3813,2.278,55.04,48.505,3.8137,10.315,87.55,8.4842,54.5,28.9259,19.0,5.58,13.6659,121.4,84.64,100.773,92.36,86.582
2014-07-27,118.6469,126.9,258.95,51.1,75.5837,49.58,67.54,73.47,71.4372,17.67,3.9115,140.795,6.4894,2.304,52.94,45.645,4.0417,10.01,84.93,8.5658,55.06,28.2669,18.155,6.11,13.1552,128.85,80.37,97.141,94.3,83.93
2014-08-27,119.5932,127.5,261.45,49.74,82.955,51.76,65.15,76.24,71.664,18.895,3.8968,148.6944,6.5567,2.332,49.265,49.455,3.9225,10.505,88.06,8.4769,53.87,28.667,17.55,6.22,12.8998,130.4,79.27,100.035,90.28,86.961
2014-09-27,117.9259,124.85,237.4,50.73,87.9489,52.83,60.68,85.99,69.9955,19.815,3.9031,149.0196,6.5728,2.428,46.39,50.52,4.1686,11.29,89.18,8.7679,52.28,29.2319,17.795,6.78,12.7946,128.2,73.16,108.301,85.64,84.724
2014-10-27,115.763,120.05,238.3,44.435,82.965,48.885,57.35,84.42,68.4222,17.75,3.8152,136.0089,5.9728,2.282,43.525,47.67,3.7826,11.085,88.01,8.2789,50.75,26.996,17.32,6.6,12.6294,122.25,66.62,103.331,81.29,77.19
2014-11-27,128.8759,136.3,265.6499,45.9,76.8272,51.28,65.62,89.36,73.874,19.28,4.1208,152.3188,6.2486,2.454,43.7,51.91,5.2179,11.78,94.53,7.8383,56.17,28.1022,18.91,6.69,14.1667,138.0,74.5,118.437,91.49,86.97
2014-12-27,131.9,138.35,294.1001,43.615,74.5989,49.585,60.9,91.35,75.1912,19.53,4.0526,148.7873,6.2364,2.496,45.985,50.91,5.0081,10.95,92.63,7.4079,54.32,25.8427,19.79,6.645,14.6825,139.7,71.01,113.369,90.83,85.337
2015-01-27,145.1,156.3,297.75,46.39,81.4529,48.845,67.27,97.94,81.2285,20.85,4.3735,165.1902,5.4671,2.622,47.775,59.09,6.0003,11.305,105.9,7.2953,60.07,26.1251,21.725,7.07,16.4753,146.8,77.2,125.572,102.0,90.065
2015-02-27,163.9,162.25,288.3501,48.235,87.2426,52.09,71.98,104.45,86.4241,22.69,4.3549,169.1398,5.8123,2.984,53.02,62.9,7.1455,13.355,105.95,8.2905,62.33,27.9845,25.315,7.185,16.7907,149.6,85.65,129.951,113.0,90.056
2015-03-27,162.25,172.15,316.5,46.595,91.2118,56.19,72.13,106.3,87.9243,23.53,4.3036,171.1844,6.1228,3.14,54.24,64.15,7.8191,13.375,110.45,8.7078,62.92,29.3496,24.37,7.075,18.1929,160.25,92.07,136.939,116.1,90.308
